id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2005-0903,Buffer overflow in QuickTime PictureViewer 6.5.1 allows remote attackers to cause a denial of service (application crash) via a JPEG file with crafted Huffman Table (marker DHT) data.,QUIC,NVD-CWE-Other,,,,2005-05-02T04:00:00.000,,,nvd,buffer overflow in quicktime pictureviewer 651 allows remote attackers to cause a denial of service application crash via a jpeg file with crafted huffman table marker dht data,Buffer overflow in QuickTime PictureViewer 6.5.1 allows remote attackers to cause a denial of service (application crash) via a JPEG file with crafted Huffman Table (marker DHT) data.,
CVE-2005-1062,"The administration protocol for Kerio WinRoute Firewall 6.x up to 6.0.10, Personal Firewall 4.x up to 4.1.2, and MailServer up to 6.0.8 allows remote attackers to quickly obtain passwords that are 5 characters or less via brute force methods.",QUIC,NVD-CWE-Other,,,,2005-05-02T04:00:00.000,,,nvd,the administration protocol for kerio winroute firewall 6x up to 6010 personal firewall 4x up to 412 and mailserver up to 608 allows remote attackers to quickly obtain passwords that are 5 characters or less via brute force methods,"The administration protocol for Kerio WinRoute Firewall 6.x up to 6.0.10, Personal Firewall 4.x up to 4.1.2, and MailServer up to 6.0.8 allows remote attackers to quickly obtain passwords that are 5 characters or less via brute force methods.",
CVE-2005-1106,"PictureViewer in QuickTime for Windows 6.5.2 allows remote attackers to cause a denial of service (application crash) via a GIF image with the maximum depth start value, possibly triggering an integer overflow.",QUIC,NVD-CWE-Other,,,,2005-05-02T04:00:00.000,,,nvd,pictureviewer in quicktime for windows 652 allows remote attackers to cause a denial of service application crash via a gif image with the maximum depth start value possibly triggering an integer overflow,"PictureViewer in QuickTime for Windows 6.5.2 allows remote attackers to cause a denial of service (application crash) via a GIF image with the maximum depth start value, possibly triggering an integer overflow.",
CVE-2005-1585,"Multiple SQL injection vulnerabilities in Quick.Forum 2.1.6 allow remote attackers to execute arbitrary SQL commands via the (1) iCategory or (2) page parameter to index.php, or (3) iCategory parameter in the query string to the forum directory.",QUIC,NVD-CWE-Other,,,,2005-05-11T04:00:00.000,,,nvd,multiple sql injection vulnerabilities in quickforum 216 allow remote attackers to execute arbitrary sql commands via the 1 icategory or 2 page parameter to indexphp or 3 icategory parameter in the query string to the forum directory,"Multiple SQL injection vulnerabilities in Quick.Forum 2.1.6 allow remote attackers to execute arbitrary SQL commands via the (1) iCategory or (2) page parameter to index.php, or (3) iCategory parameter in the query string to the forum directory.",
CVE-2005-1588,"SQL injection vulnerability in index.php for Quick.cart 0.3.0 allows remote attackers to execute arbitrary SQL commands via the iCategory parameter.  NOTE: the vendor has privately disputed this issue, saying that Quick.cart does not even use SQL and therefore can not be vulnerable to SQL injection",QUIC,NVD-CWE-Other,,,,2005-05-11T04:00:00.000,,,nvd,sql injection vulnerability in indexphp for quickcart 030 allows remote attackers to execute arbitrary sql commands via the icategory parameter  note the vendor has privately disputed this issue saying that quickcart does not even use sql and therefore can not be vulnerable to sql injection,"SQL injection vulnerability in index.php for Quick.cart 0.3.0 allows remote attackers to execute arbitrary SQL commands via the iCategory parameter.  NOTE: the vendor has privately disputed this issue, saying that Quick.cart does not even use SQL and therefore can not be vulnerable to SQL injection",
CVE-2005-1579,"Apple QuickTime Player 7.0 on Mac OS X 10.4 allows remote attackers to obtain sensitive information via a .mov file with a Quartz Composer composition (.qtz) file that uses certain patches to read local information, then other patches to send the information to the attacker.",QUIC,NVD-CWE-Other,,,,2005-05-12T04:00:00.000,,,nvd,apple quicktime player 70 on mac os x 104 allows remote attackers to obtain sensitive information via a mov file with a quartz composer composition qtz file that uses certain patches to read local information then other patches to send the information to the attacker,"Apple QuickTime Player 7.0 on Mac OS X 10.4 allows remote attackers to obtain sensitive information via a .mov file with a Quartz Composer composition (.qtz) file that uses certain patches to read local information, then other patches to send the information to the attacker.",
CVE-2005-1584,Cross-site scripting (XSS) vulnerability in index.php for Quick.Forum 2.1.6 allows remote attackers to inject arbitrary web script or HTML via the topic field in a NewTopic action.,QUIC,NVD-CWE-Other,,,,2005-05-14T04:00:00.000,,,nvd,crosssite scripting xss vulnerability in indexphp for quickforum 216 allows remote attackers to inject arbitrary web script or html via the topic field in a newtopic action,Cross-site scripting (XSS) vulnerability in index.php for Quick.Forum 2.1.6 allows remote attackers to inject arbitrary web script or HTML via the topic field in a NewTopic action.,
CVE-2005-1586,"Quick.Forum 2.1.6 stores potentially sensitive information such as usernames, banned IP addresses, censored words, and backups under the web document root, which allows remote attackers to obtain that information via a direct request to (1) db/users.txt, (2) db/banList.txt, (3) db/censureWords.txt, ",QUIC,NVD-CWE-Other,,,,2005-05-14T04:00:00.000,,,nvd,quickforum 216 stores potentially sensitive information such as usernames banned ip addresses censored words and backups under the web document root which allows remote attackers to obtain that information via a direct request to 1 dbuserstxt 2 dbbanlisttxt 3 dbcensurewordstxt,"Quick.Forum 2.1.6 stores potentially sensitive information such as usernames, banned IP addresses, censored words, and backups under the web document root, which allows remote attackers to obtain that information via a direct request to (1) db/users.txt, (2) db/banList.txt, (3) db/censureWords.txt, ",
CVE-2005-1587,Cross-site scripting (XSS) vulnerability in index.php for Quick.cart 0.3.0 allows remote attackers to inject arbitrary web script or HTML via the sWord parameter.,QUIC,NVD-CWE-Other,,,,2005-05-14T04:00:00.000,,,nvd,crosssite scripting xss vulnerability in indexphp for quickcart 030 allows remote attackers to inject arbitrary web script or html via the sword parameter,Cross-site scripting (XSS) vulnerability in index.php for Quick.cart 0.3.0 allows remote attackers to inject arbitrary web script or HTML via the sWord parameter.,
CVE-2005-1792,Memory leak in Windows Management Instrumentation (WMI) service allows attackers to cause a denial of service (memory consumption and crash) by creating security contexts more quickly than they can be cleared from the RPC cache.,QUIC,NVD-CWE-Other,,,,2005-06-01T04:00:00.000,,,nvd,memory leak in windows management instrumentation wmi service allows attackers to cause a denial of service memory consumption and crash by creating security contexts more quickly than they can be cleared from the rpc cache,Memory leak in Windows Management Instrumentation (WMI) service allows attackers to cause a denial of service (memory consumption and crash) by creating security contexts more quickly than they can be cleared from the RPC cache.,
CVE-2005-2169,"Directory traversal vulnerability in source.php in Quick & Dirty PHPSource Printer 1.1 and earlier allows remote attackers to read arbitrary files via "".../...//"" sequences in the file parameter, which are reduced to ""../"" when PHPSource Printer uses a regular expression to remove ""../"" sequences.",QUIC,NVD-CWE-Other,,,,2005-07-06T04:00:00.000,,,nvd,directory traversal vulnerability in sourcephp in quick  dirty phpsource printer 11 and earlier allows remote attackers to read arbitrary files via  sequences in the file parameter which are reduced to  when phpsource printer uses a regular expression to remove  sequences,"Directory traversal vulnerability in source.php in Quick & Dirty PHPSource Printer 1.1 and earlier allows remote attackers to read arbitrary files via "".../...//"" sequences in the file parameter, which are reduced to ""../"" when PHPSource Printer uses a regular expression to remove ""../"" sequences.",
CVE-2005-2241,"Cisco CallManager (CCM) 3.2 and earlier, 3.3 before 3.3(5), 4.0 before 4.0(2a)SR2b, and 4.1 4.1 before 4.1(3)SR1 does not quickly time out Realtime Information Server Data Collection (RISDC) sockets, which results in a ""resource leak"" that allows remote attackers to cause a denial of service (memory",QUIC,NVD-CWE-Other,,,,2005-07-12T04:00:00.000,,,nvd,cisco callmanager ccm 32 and earlier 33 before 335 40 before 402asr2b and 41 41 before 413sr1 does not quickly time out realtime information server data collection risdc sockets which results in a resource leak that allows remote attackers to cause a denial of service memory,"Cisco CallManager (CCM) 3.2 and earlier, 3.3 before 3.3(5), 4.0 before 4.0(2a)SR2b, and 4.1 4.1 before 4.1(3)SR1 does not quickly time out Realtime Information Server Data Collection (RISDC) sockets, which results in a ""resource leak"" that allows remote attackers to cause a denial of service (memory",
CVE-2005-2267,"Firefox before 1.0.5 allows remote attackers to steal information and possibly execute arbitrary code by using standalone applications such as Flash and QuickTime to open a javascript: URL, which is run in the context of the previous page, and may lead to code execution if the standalone application",QUIC,NVD-CWE-Other,,,,2005-07-13T04:00:00.000,,,nvd,firefox before 105 allows remote attackers to steal information and possibly execute arbitrary code by using standalone applications such as flash and quicktime to open a javascript url which is run in the context of the previous page and may lead to code execution if the standalone application,"Firefox before 1.0.5 allows remote attackers to steal information and possibly execute arbitrary code by using standalone applications such as Flash and QuickTime to open a javascript: URL, which is run in the context of the previous page, and may lead to code execution if the standalone application",
